date,user_id,nps_score,category
25-07-2025,user_8939,6,Detractor
25-07-2025,user_5976,5,Detractor
25-07-2025,user_4419,9,Promoter
25-07-2025,user_1249,6,Detractor
25-07-2025,user_1770,8,Passive
25-07-2025,user_5363,8,Passive
25-07-2025,user_9427,9,Promoter
25-07-2025,user_8901,8,Passive
25-07-2025,user_7544,9,Promoter
25-07-2025,user_4374,4,Detractor
25-07-2025,user_2252,7,Passive
25-07-2025,user_5673,8,Passive
25-07-2025,user_7881,9,Promoter
25-07-2025,user_7241,7,Passive
25-07-2025,user_8002,8,Passive
25-07-2025,user_2331,3,Detractor
25-07-2025,user_8648,8,Passive
25-07-2025,user_6115,9,Promoter
25-07-2025,user_4177,6,Detractor
25-07-2025,user_3180,10,Promoter
25-07-2025,user_1137,9,Promoter
25-07-2025,user_6449,10,Promoter
25-07-2025,user_6971,9,Promoter
25-07-2025,user_8941,7,Passive
25-07-2025,user_5300,8,Passive
25-07-2025,user_2906,5,Detractor
25-07-2025,user_8830,8,Passive
25-07-2025,user_7238,4,Detractor
25-07-2025,user_7031,7,Passive
25-07-2025,user_9472,9,Promoter
25-07-2025,user_4266,10,Promoter
25-07-2025,user_1671,8,Passive
25-07-2025,user_7777,5,Detractor
25-07-2025,user_8956,5,Detractor
25-07-2025,user_5777,5,Detractor
25-07-2025,user_7981,5,Detractor
25-07-2025,user_7376,4,Detractor
25-07-2025,user_3593,7,Passive
26-07-2025,user_8240,8,Passive
26-07-2025,user_7190,3,Detractor
26-07-2025,user_7493,8,Passive
26-07-2025,user_5143,4,Detractor
26-07-2025,user_2276,2,Detractor
26-07-2025,user_1302,10,Promoter
26-07-2025,user_9717,7,Passive
26-07-2025,user_9150,8,Passive
26-07-2025,user_1364,8,Passive
26-07-2025,user_6126,2,Detractor
26-07-2025,user_1918,9,Promoter
26-07-2025,user_6870,8,Passive
26-07-2025,user_4345,1,Detractor
26-07-2025,user_7882,7,Passive
26-07-2025,user_9152,7,Passive
26-07-2025,user_9905,9,Promoter
26-07-2025,user_2296,8,Passive
26-07-2025,user_8641,5,Detractor
26-07-2025,user_5632,8,Passive
26-07-2025,user_7168,10,Promoter
26-07-2025,user_9258,9,Promoter
26-07-2025,user_7371,9,Promoter
26-07-2025,user_8943,8,Passive
26-07-2025,user_7891,8,Passive
26-07-2025,user_3472,4,Detractor
26-07-2025,user_3739,6,Detractor
26-07-2025,user_2761,9,Promoter
26-07-2025,user_1876,6,Detractor
26-07-2025,user_2460,6,Detractor
26-07-2025,user_2733,3,Detractor
26-07-2025,user_7767,7,Passive
26-07-2025,user_7986,5,Detractor
26-07-2025,user_4735,3,Detractor
26-07-2025,user_9434,10,Promoter
26-07-2025,user_5324,0,Detractor
26-07-2025,user_6342,10,Promoter
27-07-2025,user_9195,7,Passive
27-07-2025,user_1117,0,Detractor
27-07-2025,user_3551,6,Detractor
27-07-2025,user_6560,9,Promoter
27-07-2025,user_7316,9,Promoter
27-07-2025,user_7469,9,Promoter
27-07-2025,user_9915,10,Promoter
27-07-2025,user_5208,8,Passive
27-07-2025,user_3048,8,Passive
27-07-2025,user_2828,8,Passive
27-07-2025,user_7988,8,Passive
27-07-2025,user_4744,8,Passive
27-07-2025,user_1009,7,Passive
27-07-2025,user_3219,8,Passive
27-07-2025,user_6287,5,Detractor
27-07-2025,user_9512,9,Promoter
27-07-2025,user_3832,4,Detractor
27-07-2025,user_4490,4,Detractor
27-07-2025,user_8984,7,Passive
27-07-2025,user_1235,10,Promoter
27-07-2025,user_2908,7,Passive
27-07-2025,user_6256,9,Promoter
27-07-2025,user_9162,5,Detractor
27-07-2025,user_6415,2,Detractor
27-07-2025,user_6951,9,Promoter
28-07-2025,user_7413,4,Detractor
28-07-2025,user_5820,9,Promoter
28-07-2025,user_3898,5,Detractor
28-07-2025,user_8577,9,Promoter
28-07-2025,user_1600,10,Promoter
28-07-2025,user_3136,10,Promoter
28-07-2025,user_7943,9,Promoter
28-07-2025,user_7565,7,Passive
28-07-2025,user_5670,8,Passive
28-07-2025,user_3712,8,Passive
28-07-2025,user_5033,7,Passive
28-07-2025,user_4687,8,Passive
28-07-2025,user_2970,5,Detractor
28-07-2025,user_2202,7,Passive
28-07-2025,user_6567,6,Detractor
28-07-2025,user_6742,5,Detractor
28-07-2025,user_9669,8,Passive
28-07-2025,user_1419,10,Promoter
28-07-2025,user_2120,10,Promoter
28-07-2025,user_1950,9,Promoter
28-07-2025,user_3243,4,Detractor
28-07-2025,user_5612,8,Passive
28-07-2025,user_7028,10,Promoter
28-07-2025,user_7371,4,Detractor
28-07-2025,user_8863,7,Passive
28-07-2025,user_4719,8,Passive
28-07-2025,user_3371,4,Detractor
28-07-2025,user_5225,9,Promoter
28-07-2025,user_3674,0,Detractor
28-07-2025,user_1793,9,Promoter
28-07-2025,user_3116,6,Detractor
28-07-2025,user_7166,10,Promoter
28-07-2025,user_9554,7,Passive
28-07-2025,user_8783,4,Detractor
28-07-2025,user_1984,8,Passive
28-07-2025,user_1827,6,Detractor
28-07-2025,user_8147,8,Passive
28-07-2025,user_4876,8,Passive
28-07-2025,user_4177,9,Promoter
28-07-2025,user_7024,9,Promoter
28-07-2025,user_8196,7,Passive
28-07-2025,user_4368,3,Detractor
28-07-2025,user_2792,10,Promoter
28-07-2025,user_4476,4,Detractor
28-07-2025,user_4030,5,Detractor
28-07-2025,user_2854,10,Promoter
28-07-2025,user_7514,6,Detractor
28-07-2025,user_3708,8,Passive
29-07-2025,user_9393,2,Detractor
29-07-2025,user_5212,9,Promoter
29-07-2025,user_8970,8,Passive
29-07-2025,user_1536,7,Passive
29-07-2025,user_8973,10,Promoter
29-07-2025,user_9666,7,Passive
29-07-2025,user_4600,9,Promoter
29-07-2025,user_5971,8,Passive
29-07-2025,user_2205,10,Promoter
29-07-2025,user_2990,5,Detractor
29-07-2025,user_4572,5,Detractor
29-07-2025,user_7320,10,Promoter
29-07-2025,user_5757,9,Promoter
29-07-2025,user_6588,5,Detractor
29-07-2025,user_5944,8,Passive
29-07-2025,user_1688,10,Promoter
29-07-2025,user_9533,8,Passive
29-07-2025,user_7704,3,Detractor
29-07-2025,user_2759,6,Detractor
29-07-2025,user_3482,2,Detractor
29-07-2025,user_9914,5,Detractor
29-07-2025,user_3717,7,Passive
29-07-2025,user_5524,5,Detractor
29-07-2025,user_8311,7,Passive
29-07-2025,user_3065,8,Passive
29-07-2025,user_6490,6,Detractor
29-07-2025,user_7645,7,Passive
29-07-2025,user_6797,7,Passive
29-07-2025,user_7016,9,Promoter
29-07-2025,user_9038,6,Detractor
29-07-2025,user_5873,9,Promoter
29-07-2025,user_7305,6,Detractor
29-07-2025,user_1054,7,Passive
29-07-2025,user_4462,4,Detractor
30-07-2025,user_6954,7,Passive
30-07-2025,user_9519,5,Detractor
30-07-2025,user_4310,3,Detractor
30-07-2025,user_8218,8,Passive
30-07-2025,user_4054,9,Promoter
30-07-2025,user_8970,9,Promoter
30-07-2025,user_3538,6,Detractor
30-07-2025,user_6619,10,Promoter
30-07-2025,user_7612,9,Promoter
30-07-2025,user_1822,7,Passive
30-07-2025,user_7150,10,Promoter
30-07-2025,user_3198,8,Passive
30-07-2025,user_4695,10,Promoter
30-07-2025,user_2308,5,Detractor
30-07-2025,user_9705,7,Passive
30-07-2025,user_7852,10,Promoter
30-07-2025,user_5841,7,Passive
30-07-2025,user_5566,10,Promoter
30-07-2025,user_2555,1,Detractor
30-07-2025,user_2279,8,Passive
30-07-2025,user_8083,8,Passive
30-07-2025,user_2387,5,Detractor
30-07-2025,user_3679,4,Detractor
30-07-2025,user_5223,10,Promoter
30-07-2025,user_4186,5,Detractor
30-07-2025,user_3599,8,Passive
30-07-2025,user_2304,9,Promoter
30-07-2025,user_6877,6,Detractor
30-07-2025,user_3541,9,Promoter
30-07-2025,user_9633,10,Promoter
30-07-2025,user_9996,10,Promoter
30-07-2025,user_6475,0,Detractor
30-07-2025,user_8184,8,Passive
30-07-2025,user_8141,7,Passive
30-07-2025,user_2622,10,Promoter
30-07-2025,user_1341,3,Detractor
30-07-2025,user_8992,4,Detractor
30-07-2025,user_5263,6,Detractor
30-07-2025,user_7136,6,Detractor
30-07-2025,user_3969,8,Passive
30-07-2025,user_3681,7,Passive
30-07-2025,user_5225,7,Passive
30-07-2025,user_2386,5,Detractor
30-07-2025,user_5788,5,Detractor
30-07-2025,user_5124,8,Passive
30-07-2025,user_6415,7,Passive
30-07-2025,user_7819,7,Passive
30-07-2025,user_2333,9,Promoter
31-07-2025,user_3711,7,Passive
31-07-2025,user_7212,10,Promoter
31-07-2025,user_8715,7,Passive
31-07-2025,user_2762,8,Passive
31-07-2025,user_8101,10,Promoter
31-07-2025,user_7122,10,Promoter
31-07-2025,user_1153,6,Detractor
31-07-2025,user_3120,7,Passive
31-07-2025,user_6136,3,Detractor
31-07-2025,user_1060,7,Passive
31-07-2025,user_7185,9,Promoter
31-07-2025,user_8970,7,Passive
31-07-2025,user_2252,9,Promoter
31-07-2025,user_4549,0,Detractor
31-07-2025,user_7667,0,Detractor
31-07-2025,user_5090,7,Passive
31-07-2025,user_6136,10,Promoter
31-07-2025,user_8982,10,Promoter
31-07-2025,user_9407,3,Detractor
31-07-2025,user_3708,9,Promoter
31-07-2025,user_6604,9,Promoter
01-08-2025,user_6319,8,Passive
01-08-2025,user_6387,6,Detractor
01-08-2025,user_4993,5,Detractor
01-08-2025,user_9238,2,Detractor
01-08-2025,user_5806,2,Detractor
01-08-2025,user_6913,10,Promoter
01-08-2025,user_1390,8,Passive
01-08-2025,user_9820,1,Detractor
01-08-2025,user_9007,9,Promoter
01-08-2025,user_2500,10,Promoter
01-08-2025,user_6085,7,Passive
01-08-2025,user_4042,2,Detractor
01-08-2025,user_4561,6,Detractor
01-08-2025,user_8693,9,Promoter
01-08-2025,user_8138,8,Passive
01-08-2025,user_8980,8,Passive
01-08-2025,user_3983,3,Detractor
01-08-2025,user_8126,7,Passive
01-08-2025,user_8694,2,Detractor
01-08-2025,user_6468,9,Promoter
01-08-2025,user_8564,9,Promoter
01-08-2025,user_9684,8,Passive
01-08-2025,user_9502,8,Passive
01-08-2025,user_1545,7,Passive
01-08-2025,user_4810,1,Detractor
01-08-2025,user_3032,3,Detractor
01-08-2025,user_9436,7,Passive
01-08-2025,user_1271,7,Passive
01-08-2025,user_5361,10,Promoter
01-08-2025,user_9190,3,Detractor
01-08-2025,user_4760,7,Passive
01-08-2025,user_2165,4,Detractor
01-08-2025,user_3033,6,Detractor
01-08-2025,user_5388,6,Detractor
01-08-2025,user_9896,2,Detractor
01-08-2025,user_3632,10,Promoter
01-08-2025,user_9056,3,Detractor
01-08-2025,user_2828,9,Promoter
01-08-2025,user_5805,9,Promoter
01-08-2025,user_8486,10,Promoter
01-08-2025,user_9202,10,Promoter
02-08-2025,user_8878,8,Passive
02-08-2025,user_6690,10,Promoter
02-08-2025,user_6429,7,Passive
02-08-2025,user_4564,8,Passive
02-08-2025,user_8274,4,Detractor
02-08-2025,user_3265,5,Detractor
02-08-2025,user_7402,1,Detractor
02-08-2025,user_2796,10,Promoter
02-08-2025,user_1726,8,Passive
02-08-2025,user_2913,10,Promoter
02-08-2025,user_8657,8,Passive
02-08-2025,user_8312,8,Passive
02-08-2025,user_8906,4,Detractor
02-08-2025,user_8287,5,Detractor
02-08-2025,user_5675,9,Promoter
02-08-2025,user_2290,8,Passive
02-08-2025,user_8490,10,Promoter
02-08-2025,user_2218,6,Detractor
02-08-2025,user_1954,10,Promoter
02-08-2025,user_8291,6,Detractor
02-08-2025,user_6370,7,Passive
02-08-2025,user_9228,9,Promoter
02-08-2025,user_4020,5,Detractor
02-08-2025,user_6068,10,Promoter
02-08-2025,user_1317,10,Promoter
02-08-2025,user_3745,8,Passive
02-08-2025,user_7183,8,Passive
02-08-2025,user_2312,8,Passive
02-08-2025,user_8314,10,Promoter
02-08-2025,user_3139,10,Promoter
02-08-2025,user_2704,10,Promoter
02-08-2025,user_3604,6,Detractor
02-08-2025,user_5286,9,Promoter
02-08-2025,user_5795,9,Promoter
02-08-2025,user_1556,4,Detractor
02-08-2025,user_6150,10,Promoter
02-08-2025,user_8561,10,Promoter
02-08-2025,user_4741,9,Promoter
02-08-2025,user_3403,10,Promoter
02-08-2025,user_9780,8,Passive
02-08-2025,user_1294,8,Passive
02-08-2025,user_2136,5,Detractor
02-08-2025,user_8009,8,Passive
02-08-2025,user_2007,8,Passive
02-08-2025,user_6352,3,Detractor
02-08-2025,user_2435,10,Promoter
02-08-2025,user_6084,8,Passive
02-08-2025,user_8059,9,Promoter
02-08-2025,user_2265,9,Promoter
03-08-2025,user_2040,6,Detractor
03-08-2025,user_9073,9,Promoter
03-08-2025,user_9213,7,Passive
03-08-2025,user_7353,8,Passive
03-08-2025,user_5799,10,Promoter
03-08-2025,user_5811,9,Promoter
03-08-2025,user_6346,9,Promoter
03-08-2025,user_6126,8,Passive
03-08-2025,user_8813,2,Detractor
03-08-2025,user_4356,7,Passive
03-08-2025,user_8266,10,Promoter
03-08-2025,user_1038,7,Passive
03-08-2025,user_3844,8,Passive
03-08-2025,user_8027,9,Promoter
03-08-2025,user_4155,10,Promoter
03-08-2025,user_6658,9,Promoter
03-08-2025,user_1988,10,Promoter
03-08-2025,user_5179,10,Promoter
03-08-2025,user_6626,7,Passive
03-08-2025,user_1933,7,Passive
03-08-2025,user_2980,5,Detractor
03-08-2025,user_4056,5,Detractor
03-08-2025,user_6390,9,Promoter
04-08-2025,user_2607,7,Passive
04-08-2025,user_1984,4,Detractor
04-08-2025,user_4380,10,Promoter
04-08-2025,user_2050,4,Detractor
04-08-2025,user_7342,10,Promoter
04-08-2025,user_1959,8,Passive
04-08-2025,user_6655,6,Detractor
04-08-2025,user_3946,10,Promoter
04-08-2025,user_1526,5,Detractor
04-08-2025,user_2875,7,Passive
04-08-2025,user_6797,7,Passive
04-08-2025,user_8099,5,Detractor
04-08-2025,user_6109,2,Detractor
04-08-2025,user_3433,6,Detractor
04-08-2025,user_9586,9,Promoter
04-08-2025,user_5167,10,Promoter
04-08-2025,user_2389,7,Passive
04-08-2025,user_9357,10,Promoter
04-08-2025,user_6420,6,Detractor
04-08-2025,user_3043,9,Promoter
04-08-2025,user_1778,9,Promoter
04-08-2025,user_7731,7,Passive
04-08-2025,user_6791,10,Promoter
04-08-2025,user_3720,0,Detractor
04-08-2025,user_7047,8,Passive
04-08-2025,user_9032,10,Promoter
04-08-2025,user_2949,8,Passive
04-08-2025,user_8833,1,Detractor
04-08-2025,user_8014,7,Passive
04-08-2025,user_4041,5,Detractor
04-08-2025,user_9619,2,Detractor
05-08-2025,user_9508,10,Promoter
05-08-2025,user_2925,9,Promoter
05-08-2025,user_4144,8,Passive
05-08-2025,user_1552,2,Detractor
05-08-2025,user_6383,9,Promoter
05-08-2025,user_4389,10,Promoter
05-08-2025,user_9442,9,Promoter
05-08-2025,user_1458,7,Passive
05-08-2025,user_1899,10,Promoter
05-08-2025,user_1021,8,Passive
05-08-2025,user_1514,7,Passive
05-08-2025,user_8867,2,Detractor
05-08-2025,user_8179,9,Promoter
05-08-2025,user_2560,6,Detractor
05-08-2025,user_4638,10,Promoter
05-08-2025,user_5780,7,Passive
05-08-2025,user_3356,5,Detractor
05-08-2025,user_1306,9,Promoter
05-08-2025,user_8057,5,Detractor
05-08-2025,user_5644,9,Promoter
05-08-2025,user_3920,10,Promoter
05-08-2025,user_9946,8,Passive
05-08-2025,user_7236,9,Promoter
05-08-2025,user_1352,7,Passive
05-08-2025,user_8005,10,Promoter
05-08-2025,user_1956,10,Promoter
05-08-2025,user_4453,10,Promoter
05-08-2025,user_7295,10,Promoter
05-08-2025,user_5703,8,Passive
05-08-2025,user_6631,8,Passive
05-08-2025,user_2394,8,Passive
05-08-2025,user_5732,6,Detractor
05-08-2025,user_1529,5,Detractor
05-08-2025,user_3958,8,Passive
05-08-2025,user_4591,5,Detractor
05-08-2025,user_1525,7,Passive
06-08-2025,user_5648,8,Passive
06-08-2025,user_2646,6,Detractor
06-08-2025,user_3278,8,Passive
06-08-2025,user_9321,7,Passive
06-08-2025,user_4216,3,Detractor
06-08-2025,user_9219,7,Passive
06-08-2025,user_5356,6,Detractor
06-08-2025,user_6543,6,Detractor
06-08-2025,user_8062,8,Passive
06-08-2025,user_4466,7,Passive
06-08-2025,user_1629,10,Promoter
06-08-2025,user_6724,5,Detractor
06-08-2025,user_4432,6,Detractor
06-08-2025,user_6895,7,Passive
06-08-2025,user_7656,8,Passive
06-08-2025,user_8029,6,Detractor
06-08-2025,user_4192,5,Detractor
06-08-2025,user_3734,8,Passive
06-08-2025,user_4568,9,Promoter
06-08-2025,user_3203,9,Promoter
06-08-2025,user_2925,10,Promoter
06-08-2025,user_1956,5,Detractor
06-08-2025,user_1968,1,Detractor
06-08-2025,user_1281,8,Passive
06-08-2025,user_7262,1,Detractor
06-08-2025,user_6178,5,Detractor
06-08-2025,user_2229,6,Detractor
06-08-2025,user_9467,9,Promoter
06-08-2025,user_2239,10,Promoter
06-08-2025,user_1125,9,Promoter
06-08-2025,user_8473,10,Promoter
06-08-2025,user_6342,10,Promoter
06-08-2025,user_7570,6,Detractor
07-08-2025,user_7294,7,Passive
07-08-2025,user_2969,1,Detractor
07-08-2025,user_5470,5,Detractor
07-08-2025,user_9320,5,Detractor
07-08-2025,user_7812,9,Promoter
07-08-2025,user_5612,7,Passive
07-08-2025,user_2198,10,Promoter
07-08-2025,user_6238,9,Promoter
07-08-2025,user_7089,10,Promoter
07-08-2025,user_8705,0,Detractor
07-08-2025,user_1986,10,Promoter
07-08-2025,user_5909,10,Promoter
07-08-2025,user_4072,10,Promoter
07-08-2025,user_4124,5,Detractor
07-08-2025,user_9125,9,Promoter
07-08-2025,user_6105,9,Promoter
07-08-2025,user_1574,8,Passive
07-08-2025,user_8848,10,Promoter
07-08-2025,user_7924,10,Promoter
07-08-2025,user_4230,9,Promoter
07-08-2025,user_4173,9,Promoter
07-08-2025,user_5114,6,Detractor
07-08-2025,user_8761,9,Promoter
07-08-2025,user_2388,10,Promoter
07-08-2025,user_2367,9,Promoter
07-08-2025,user_1454,6,Detractor
07-08-2025,user_4726,0,Detractor
07-08-2025,user_5806,8,Passive
07-08-2025,user_3875,8,Passive
07-08-2025,user_2440,8,Passive
07-08-2025,user_7059,5,Detractor
07-08-2025,user_8010,0,Detractor
07-08-2025,user_8117,5,Detractor
07-08-2025,user_3989,8,Passive
07-08-2025,user_7228,8,Passive
07-08-2025,user_3863,10,Promoter
07-08-2025,user_2177,10,Promoter
08-08-2025,user_5399,7,Passive
08-08-2025,user_9234,8,Passive
08-08-2025,user_6445,9,Promoter
08-08-2025,user_7570,9,Promoter
08-08-2025,user_1406,0,Detractor
08-08-2025,user_5431,7,Passive
08-08-2025,user_6243,9,Promoter
08-08-2025,user_9906,10,Promoter
08-08-2025,user_1140,7,Passive
08-08-2025,user_7012,7,Passive
08-08-2025,user_9564,8,Passive
08-08-2025,user_4610,6,Detractor
08-08-2025,user_8311,10,Promoter
08-08-2025,user_7787,3,Detractor
08-08-2025,user_5445,10,Promoter
08-08-2025,user_8052,5,Detractor
08-08-2025,user_8102,5,Detractor
08-08-2025,user_9105,3,Detractor
08-08-2025,user_6047,5,Detractor
08-08-2025,user_2798,10,Promoter
08-08-2025,user_6291,9,Promoter
08-08-2025,user_7284,2,Detractor
08-08-2025,user_8285,8,Passive
08-08-2025,user_4097,8,Passive
08-08-2025,user_1009,5,Detractor
